,company,title,location,job posted date,job salary,summary,Experince Level,City,State,Manager,Engineer
342,US Tech Solutions Private Limited,newData Specialist,"Remote in Georgia, VT",Posted5 days ago,Part-time +2,US Tech Solutions is seeking an “Data Specialist” for a 2 months contract Fulltime position with Fortune 500 company in Georgia (Remote) Job Poster: Amir…,,Remote in Georgia, VT,0,0
343,American Homes 4 Rent,Data Analyst (Remote),"Remote in Las Vegas, NV",Posted30+ days ago,$60000 - $86000 a year,"American Homes 4 Rent As one of the country’s fastest-growing property management companies of single-family rental homes, American Homes 4 Rent has an…",,Remote in Las Vegas, NV,0,0
344,BusiApp Corp,newJr Marketplace Data Analyst,"Hybrid remote in Morrisville, NC",PostedJust posted,$35000 - $45000 a year,"*\* *Position is currently hybrid remote with 1 day on-site regularly scheduled each week. *Who Are We?* BusiApp Corp is a locally owned, fast growing, e…",,Hybrid remote in Morrisville, NC,0,0
345,Amazon.com Services LLC,ICQA Data Analyst,"West Columbia, SC",Posted30+ days ago,Full-time,Basic Qualifications: • High school diploma or equivalent • Ability to work extra hours as required • Proficient with Microsoft Excel and Access • Experience…,,West Columbia, SC,0,0
346,First American,"newData Quality Analyst - Remote, AZ","Remote in Phoenix, AZ+1 location",Posted3 days ago,,Join a team that puts its People First! First American's Direct division provides comprehensive title insurance protection and professional settlement…,,Remote in Phoenix, AZ+1 location,0,0
347,FSA Federal,Data Analyst Supporting the FBI,"Linthicum, MD 21090+15 locations",Posted30+ days ago,$25.29 an hour,"Accurately enters required data into one or more databases, documents, or spreadsheets.Attention to detail and the ability to read and follow directions is…",,Linthicum, MD 21090+15 locations,0,0
348,The Home Depot,newCybersecurity Analyst II (Remote),"Remote in Atlanta, GA+1 location",Posted1 day ago,$100000 - $180000 a year,"Collaborates with cross functional teams to collect, analyze data, presents results and provides recommendations.This Position has 0 Direct Reports.",,Remote in Atlanta, GA+1 location,0,0
349,"CARTI, Inc.",Business Intelligence Analyst,"Little Rock, AR 72205 (John Barrow area)",Posted13 days ago,Full-time,"Knowledge of database structures, data definitions, and data relationships;Strong knowledge of analytical tools and techniques to investigate data trends,…",,Little Rock, AR 72205 (John Barrow area),0,0
350,The Connor Group,newProgram Data Analyst - The Connor Group's Kids & Community P...,"Miamisburg, OH 45342",EmployerActive 4 days ago,$60000 - $110000 a year,"A knack for finding, interpreting and applying data that others can’t.Do you enjoy reviewing data and statistics to help predict outcomes and advise on…",,Miamisburg, OH 45342,0,0
351,Cataldo Ambulance,newData Analyst,"Somerville, MA",Posted7 days ago,Full-time,"Develop strategies to identify and normalize data.Oversee data collaboration efforts with internal and external partners.Familiar with SQL, Python, or R;",,Somerville, MA,0,0
352,Sprecher Brewing Company,Sales Analyst,"Glendale, WI 53209 (Thurston Woods area)",EmployerActive 5 days ago,From $40000 a year,"Collect retailer or regional sales data for analysis.Assist the Sprecher sales team with analytical and administrative assignments relating to distributors,…",,Glendale, WI 53209 (Thurston Woods area),0,0
353,Alaska USA Federal Credit Union,Business Intelligence Analyst I,"Glendale, AZ 85306",Posted30+ days ago,Full-time,"Research new data gathering and analysis techniques.Familiarity with business intelligence, visualizations, and master data management is desired.",,Glendale, AZ 85306,0,0
354,Anthem,Business Analyst II,"Baltimore, MD+1 location",Posted18 days ago,Full-time,"Requires a BA/BS and minimum of 3 years related business analysis experience, or any combination of education and experience, which would provide an equivalent…",,Baltimore, MD+1 location,0,0
355,LACORE Logistics,Logistics Business Analyst,"Allen, TX+3 locations",Posted30+ days ago,Full-time,3-5 years of relevant experience in related field.Serves as the bridge between the IT Team and Logistics Team for IT related needs.,,Allen, TX+3 locations,0,0
356,"Kelsan, Inc",newBusiness Analyst,"Knoxville, TN 37914",Posted1 day ago,,The Business Analyst positively impacts the company by identifying opportunities and providing analytical support to the organization.,,Knoxville, TN 37914,0,0
357,AutoZone,Real Estate Development Business Analyst,"Brunswick, TN 38014+5 locations",Posted12 days ago,,Our Analysts perform high-level studies using cutting edge technology and data to forecast sales and understand market trends.,,Brunswick, TN 38014+5 locations,0,0
358,DTE Energy,newData Analyst (Customer Service),"Detroit, MI+1 location",Posted1 day ago,,"Owns data cleansing and accuracy for various data elements used publicly.Provides data stewardship through ongoing monitoring of data elements, strategic…",,Detroit, MI+1 location,0,0
359,Alpine Communications,newBilling Coordinator/Data Analyst,"Elkader, IA 52043",Posted5 days ago,Full-time,"Review data for accuracy, researches and solves data and information discrepancies, and make adjustments to records as necessary.",,Elkader, IA 52043,0,0
